ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Issue_Date,Collateral_Type,Coupon_Frequency,Coupon_Type,Maturity_Date,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
ISIN342,sp rating10,,Currency0,N,Seniority9,N,3,25-Mar-15,Collateral Type14,Coupon Frequency0,Coupon Type1,15-Mar-20,Industry Group43,Industry Sector4,Industry SubGroup76,Issuer Name142,Ticker116,Country1,Stripe 13
ISIN343,sp rating0,,Currency0,N,Seniority2,N,3,7-Nov-12,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Apr-17,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN344,sp rating0,,Currency0,N,Seniority2,N,3,5-Feb-13,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Mar-20,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN345,sp rating0,,Currency0,N,Seniority2,Y,3,19-Nov-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jan-19,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN346,sp rating0,,Currency0,N,Seniority2,Y,3,11-Mar-14,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Apr-21,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN347,sp rating0,,Currency0,N,Seniority2,Y,3,16-Sep-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Sep-24,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN348,sp rating0,,Currency0,N,Seniority2,N,3,16-Sep-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jan-18,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN349,sp rating0,,Currency0,N,Seniority2,Y,3,14-Jan-15,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-22,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN350,sp rating0,,Currency0,N,Seniority2,Y,3,18-Aug-15,Collateral Type4,Coupon Frequency0,Coupon Type1,4-Sep-18,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN351,sp rating0,,Currency0,N,Seniority2,Y,3,22-Jan-14,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-24,Industry Group10,Industry Sector0,Industry SubGroup61,Issuer Name143,Ticker118,Country4,Stripe 13
ISIN352,sp rating12,moody rating13,Currency0,N,Seniority2,Y,3,28-Apr-15,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-23,Industry Group12,Industry Sector5,Industry SubGroup78,Issuer Name144,Ticker119,Country4,Stripe 0
ISIN353,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,25-Apr-91,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Apr-21,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN354,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,21-Aug-09,Collateral Type4,Coupon Frequency0,Coupon Type1,21-Aug-19,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN355,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,3-Nov-11,Collateral Type4,Coupon Frequency0,Coupon Type1,3-Nov-21,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN356,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,13-Sep-12,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Oct-17,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN357,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,4-Feb-13,Collateral Type4,Coupon Frequency0,Coupon Type1,3-Feb-23,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN358,sp rating6,moody rating6,Currency0,N,Seniority2,Y,3,31-Jul-14,Collateral Type4,Coupon Frequency0,Coupon Type1,31-Jul-24,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN359,sp rating4,moody rating6,Currency0,N,Seniority2,N,3,21-Jun-96,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-26,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name145,Ticker120,Country4,Stripe 0
ISIN360,sp rating6,moody rating4,Currency0,,,N,3,20-Mar-03,,Coupon Frequency0,Coupon Type1,20-Sep-22,Industry Group44,Industry Sector10,Industry SubGroup79,Issuer Name146,Ticker121,,Stripe 13
ISIN361,sp rating20,moody rating17,Currency0,,,N,3,8-May-07,,Coupon Frequency3,Coupon Type2,10-May-32,Industry Group44,Industry Sector10,Industry SubGroup79,Issuer Name147,Ticker122,,Stripe 13
ISIN362,sp rating20,moody rating3,Currency0,,,N,3,26-Jun-08,,Coupon Frequency3,Coupon Type2,26-Jun-38,Industry Group44,Industry Sector10,Industry SubGroup79,Issuer Name147,Ticker122,,Stripe 13
ISIN363,sp rating1,moody rating15,Currency0,N,Seniority2,Y,3,26-Nov-12,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Nov-22,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker123,Country4,Stripe 4
ISIN364,sp rating1,moody rating15,Currency0,N,Seniority2,Y,3,14-Feb-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-18,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker123,Country4,Stripe 4
ISIN365,sp rating1,moody rating15,Currency0,N,Seniority2,Y,3,14-Feb-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-20,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker123,Country4,Stripe 4
ISIN366,sp rating1,moody rating15,Currency0,N,Seniority2,Y,3,17-Jun-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jul-24,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker123,Country4,Stripe 4
ISIN367,sp rating1,moody rating15,Currency0,N,Seniority2,Y,3,11-Aug-15,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Aug-20,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker123,Country4,Stripe 4
ISIN369,sp rating10,,Currency0,N,Seniority2,Y,3,14-May-12,Collateral Type2,Coupon Frequency0,Coupon Type1,14-May-22,Industry Group45,Industry Sector1,Industry SubGroup80,Issuer Name150,Ticker125,Country19,Stripe 0
ISIN370,sp rating3,,Currency0,N,Seniority8,N,3,5-Apr-12,Collateral Type9,Coupon Frequency1,Coupon Type2,13-Apr-16,Industry Group10,Industry Sector0,Industry SubGroup14,Issuer Name151,Ticker126,Country10,Stripe 0
ISIN391,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,22-Oct-02,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Oct-17,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN392,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,12-Dec-02,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Dec-22,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN393,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,19-Feb-03,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-33,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN394,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,14-Mar-03,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Mar-33,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN395,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,17-Feb-04,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-19,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN396,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,6-Feb-07,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-17,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN397,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,14-May-08,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-38,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN398,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,6-Mar-09,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Mar-39,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN399,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,5-Oct-10,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Oct-20,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN400,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,10-Mar-11,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Mar-41,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN401,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,24-May-11,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-21,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN402,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,24-May-11,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-41,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN403,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,18-Jan-12,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jan-42,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN404,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,5-Dec-12,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Dec-42,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN405,sp rating16,moody rating5,Currency0,N,Seniority2,N,3,6-Dec-13,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Dec-23,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN406,sp rating16,moody rating5,Currency0,N,Seniority2,Y,3,26-Aug-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Aug-44,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN407,sp rating16,moody rating5,Currency0,N,Seniority2,Y,3,11-Mar-15,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Mar-45,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN408,sp rating16,moody rating5,Currency0,N,Seniority2,Y,3,14-Apr-15,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Apr-25,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name152,Ticker127,Country4,Stripe 5
ISIN409,sp rating1,moody rating6,Currency0,N,Seniority1,Y,3,2-Oct-02,Collateral Type12,Coupon Frequency1,Coupon Type0,1-Oct-42,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name153,Ticker127,Country4,Stripe 4
ISIN410,sp rating13,moody rating16,Currency0,N,Seniority6,Y,3,31-Oct-12,Collateral Type6,Coupon Frequency0,Coupon Type1,1-Nov-19,Industry Group46,Industry Sector1,Industry SubGroup81,Issuer Name154,Ticker128,Country7,Stripe 0
ISIN411,sp rating0,moody rating7,Currency0,N,Seniority2,Y,3,10-Dec-10,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Dec-20,Industry Group8,Industry Sector2,Industry SubGroup82,Issuer Name155,Ticker129,Country4,Stripe 0
ISIN412,sp rating1,moody rating15,Currency0,N,Seniority2,N,3,15-Sep-00,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Sep-30,Industry Group4,Industry Sector3,Industry SubGroup4,Issuer Name156,Ticker130,Country1,Stripe 4
ISIN413,sp rating1,moody rating15,Currency0,N,Seniority2,N,3,26-Oct-01,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Nov-31,Industry Group4,Industry Sector3,Industry SubGroup4,Issuer Name156,Ticker130,Country1,Stripe 4
ISIN414,sp rating5,moody rating5,Currency0,N,Seniority2,N,3,21-May-10,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-20,Industry Group46,Industry Sector1,Industry SubGroup81,Issuer Name157,Ticker131,Country4,Stripe 0
ISIN415,sp rating12,moody rating16,Currency0,N,Seniority3,Y,3,23-Oct-14,Collateral Type3,Coupon Frequency0,Coupon Type1,15-Oct-22,Industry Group2,Industry Sector1,Industry SubGroup74,Issuer Name158,Ticker132,Country4,Stripe 12
ISIN416,sp rating12,moody rating18,Currency0,N,Seniority2,N,3,17-Jun-96,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-26,Industry Group35,Industry Sector4,Industry SubGroup83,Issuer Name159,Ticker133,Country4,Stripe 12
ISIN417,sp rating12,moody rating18,Currency0,N,Seniority2,N,3,27-Jul-99,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Aug-29,Industry Group35,Industry Sector4,Industry SubGroup83,Issuer Name159,Ticker133,Country4,Stripe 12
ISIN418,sp rating12,moody rating18,Currency0,N,Seniority2,N,3,9-May-00,Collateral Type4,Coupon Frequency0,Coupon Type1,1-May-30,Industry Group35,Industry Sector4,Industry SubGroup83,Issuer Name159,Ticker133,Country4,Stripe 12
ISIN419,sp rating12,moody rating18,Currency0,N,Seniority2,N,3,1-May-01,Collateral Type4,Coupon Frequency0,Coupon Type1,1-May-31,Industry Group35,Industry Sector4,Industry SubGroup83,Issuer Name159,Ticker133,Country4,Stripe 12
ISIN424,sp rating12,moody rating18,Currency0,N,Seniority2,N,3,23-Feb-98,Collateral Type4,Coupon Frequency0,Coupon Type1,23-Feb-28,Industry Group35,Industry Sector4,Industry SubGroup83,Issuer Name159,Ticker133,Country4,Stripe 12
ISIN428,sp rating12,moody rating18,Currency0,N,Seniority2,N,3,3-Jun-98,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-28,Industry Group35,Industry Sector4,Industry SubGroup83,Issuer Name159,Ticker133,Country4,Stripe 12
ISIN430,sp rating14,moody rating16,Currency0,N,Seniority2,Y,3,7-Aug-13,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Jan-20,Industry Group29,Industry Sector8,Industry SubGroup85,Issuer Name161,Ticker135,Country4,Stripe 8
ISIN431,sp rating14,moody rating16,Currency0,N,Seniority2,Y,3,15-Nov-13,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Nov-20,Industry Group29,Industry Sector8,Industry SubGroup85,Issuer Name161,Ticker135,Country4,Stripe 8
ISIN432,sp rating14,moody rating16,Currency0,N,Seniority2,N,3,12-Dec-13,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Jul-17,Industry Group29,Industry Sector8,Industry SubGroup85,Issuer Name161,Ticker135,Country4,Stripe 8
ISIN433,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,25-Jan-07,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-27,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN434,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,25-Jan-07,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-37,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN435,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,25-Jan-07,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-17,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN436,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,2-May-07,Collateral Type4,Coupon Frequency0,Coupon Type1,23-Feb-19,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN437,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,2-May-07,Collateral Type4,Coupon Frequency0,Coupon Type1,23-Feb-22,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN438,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,15-Jul-08,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jul-18,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN439,sp rating0,moody rating1,Currency0,N,Seniority2,N,3,3-Aug-10,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Aug-20,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN440,sp rating0,moody rating1,Currency0,N,Seniority2,Y,3,21-Apr-11,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Apr-21,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN441,sp rating0,moody rating1,Currency0,N,Seniority2,Y,3,22-Sep-14,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Oct-24,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name162,Ticker136,Country4,Stripe 6
ISIN442,sp rating13,moody rating14,Currency0,N,Seniority2,Y,3,13-Oct-11,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Feb-18,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name163,Ticker137,Country4,Stripe 0
ISIN443,sp rating13,moody rating14,Currency0,N,Seniority2,Y,3,25-Jan-13,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Nov-20,Industry Group3,Industry Sector2,Industry SubGroup86,Issuer Name163,Ticker137,Country4,Stripe 0
ISIN444,sp rating0,moody rating15,Currency0,N,Seniority2,Y,3,29-Feb-12,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Apr-22,Industry Group48,Industry Sector0,Industry SubGroup87,Issuer Name164,Ticker138,Country4,Stripe 14
ISIN445,sp rating0,moody rating15,Currency0,N,Seniority2,Y,3,7-Jun-13,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Jun-23,Industry Group48,Industry Sector0,Industry SubGroup87,Issuer Name164,Ticker138,Country4,Stripe 14
ISIN446,sp rating0,moody rating15,Currency0,N,Seniority2,Y,3,18-Jul-14,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Jan-20,Industry Group48,Industry Sector0,Industry SubGroup87,Issuer Name164,Ticker138,Country4,Stripe 14
ISIN447,sp rating0,moody rating15,Currency0,N,Seniority2,Y,3,18-Jul-14,Collateral Type2,Coupon Frequency0,Coupon Type1,30-Jul-29,Industry Group48,Industry Sector0,Industry SubGroup87,Issuer Name164,Ticker138,Country4,Stripe 14
ISIN448,sp rating2,moody rating18,Currency0,N,Seniority4,N,3,1-Apr-98,Collateral Type3,Coupon Frequency0,Coupon Type1,1-Apr-28,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name165,Ticker139,Country4,Stripe 8
ISIN449,sp rating12,moody rating13,Currency0,N,Seniority2,Y,3,13-Aug-15,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Aug-23,Industry Group1,Industry Sector0,Industry SubGroup44,Issuer Name166,Ticker71,Country4,Stripe 0
ISIN450,sp rating4,,Currency0,N,Seniority9,Y,3,18-Aug-14,Collateral Type3,Coupon Frequency0,Coupon Type3,18-Feb-20,Industry Group49,Industry Sector9,Industry SubGroup88,Issuer Name167,Ticker140,Country4,Stripe 0
ISIN451,sp rating2,moody rating9,Currency0,N,Seniority2,N,3,20-Dec-95,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Dec-25,Industry Group24,Industry Sector2,Industry SubGroup89,Issuer Name168,Ticker141,Country4,Stripe 0
ISIN452,sp rating0,moody rating7,Currency0,N,Seniority2,N,3,1-Oct-09,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Oct-19,Industry Group20,Industry Sector7,Industry SubGroup90,Issuer Name169,Ticker142,Country4,Stripe 5
ISIN453,sp rating0,moody rating7,Currency0,N,Seniority2,N,3,1-Oct-09,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Oct-39,Industry Group20,Industry Sector7,Industry SubGroup90,Issuer Name169,Ticker142,Country4,Stripe 5
ISIN454,sp rating2,moody rating9,Currency0,N,Seniority2,N,3,1-Jun-09,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-19,Industry Group24,Industry Sector2,Industry SubGroup89,Issuer Name170,Ticker141,Country4,Stripe 0
ISIN455,sp rating2,moody rating9,Currency0,N,Seniority2,Y,3,7-Jan-11,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jan-21,Industry Group24,Industry Sector2,Industry SubGroup89,Issuer Name170,Ticker141,Country4,Stripe 0
ISIN456,sp rating2,moody rating9,Currency0,N,Seniority2,Y,3,12-Jul-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Aug-23,Industry Group24,Industry Sector2,Industry SubGroup89,Issuer Name170,Ticker141,Country4,Stripe 0
ISIN457,sp rating16,moody rating15,Currency0,N,Seniority2,N,3,15-Oct-96,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Oct-26,Industry Group17,Industry Sector1,Industry SubGroup91,Issuer Name171,Ticker143,Country4,Stripe 2
ISIN458,sp rating2,moody rating9,Currency0,N,Seniority2,Y,3,23-Jul-14,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Oct-21,Industry Group32,Industry Sector4,Industry SubGroup46,Issuer Name172,Ticker144,Country4,Stripe 9
ISIN459,sp rating2,moody rating9,Currency0,N,Seniority2,Y,3,16-Sep-15,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Sep-23,Industry Group42,Industry Sector5,Industry SubGroup92,Issuer Name173,Ticker144,Country3,Stripe 9
ISIN460,sp rating3,moody rating11,Currency0,N,Seniority2,N,3,25-Jun-14,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Jul-19,Industry Group43,Industry Sector4,Industry SubGroup76,Issuer Name174,Ticker145,Country4,Stripe 7
ISIN461,sp rating0,moody rating7,Currency0,N,Seniority2,N,3,14-Sep-10,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Sep-20,Industry Group34,Industry Sector1,Industry SubGroup50,Issuer Name175,Ticker90,Country4,Stripe 2
ISIN462,sp rating0,moody rating7,Currency0,N,Seniority2,N,3,12-Mar-13,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Mar-18,Industry Group34,Industry Sector1,Industry SubGroup50,Issuer Name175,Ticker90,Country4,Stripe 2
ISIN463,sp rating0,moody rating7,Currency0,N,Seniority2,Y,3,12-Mar-13,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Mar-23,Industry Group34,Industry Sector1,Industry SubGroup50,Issuer Name175,Ticker90,Country4,Stripe 2
ISIN468,sp rating15,moody rating13,Currency0,N,Seniority3,Y,3,20-Dec-13,Collateral Type3,Coupon Frequency0,Coupon Type1,15-Jul-21,Industry Group51,Industry Sector1,Industry SubGroup94,Issuer Name178,Ticker148,Country4,Stripe 0
ISIN469,sp rating10,moody rating2,Currency0,N,Seniority2,Y,3,1-Nov-13,Collateral Type2,Coupon Frequency0,Coupon Type5,1-Oct-21,Industry Group16,Industry Sector5,Industry SubGroup95,Issuer Name179,Ticker149,Country4,Stripe 0
ISIN473,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,25-Jun-98,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-33,Industry Group42,Industry Sector5,Industry SubGroup96,Issuer Name181,Ticker151,Country4,Stripe 2
ISIN474,sp rating10,moody rating14,Currency0,N,Seniority4,Y,3,21-Oct-13,Collateral Type6,Coupon Frequency0,Coupon Type1,1-Nov-19,Industry Group7,Industry Sector4,Industry SubGroup8,Issuer Name182,Ticker152,Country4,Stripe 0
ISIN476,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,26-May-98,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-18,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN477,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,26-May-98,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-38,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN478,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,17-Dec-02,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Dec-32,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN479,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,2-Jun-03,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-33,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN480,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,9-May-05,Collateral Type4,Coupon Frequency0,Coupon Type1,9-May-35,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN481,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,24-Mar-06,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Apr-36,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN482,sp rating1,moody rating4,Currency0,N,Seniority1,Y,3,10-May-07,Collateral Type1,Coupon Frequency0,Coupon Type0,15-May-57,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN483,sp rating1,moody rating4,Currency0,N,Seniority1,Y,3,10-May-07,Collateral Type1,Coupon Frequency0,Coupon Type0,15-May-37,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN484,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,13-May-09,Collateral Type4,Coupon Frequency0,Coupon Type1,16-May-19,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN485,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,11-Jan-12,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jan-42,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN486,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,7-Jun-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-23,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN487,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,7-Jun-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-43,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
ISIN488,sp rating1,moody rating4,Currency0,N,Seniority0,Y,3,8-Aug-13,Collateral Type0,Coupon Frequency0,Coupon Type0,15-Aug-53,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name184,Ticker154,Country4,Stripe 3
