ISIN,Risk_Stripe
ISIN14617,Stripe 0
ISIN14618,Stripe 0
ISIN14619,Stripe 0
ISIN14620,Stripe 0
ISIN14621,Stripe 0
ISIN14622,Stripe 0
ISIN14623,Stripe 0
ISIN14624,Stripe 0
ISIN14625,Stripe 0
ISIN14626,Stripe 0
ISIN14627,Stripe 0
ISIN14628,Stripe 0
ISIN14629,Stripe 0
ISIN14630,Stripe 0
ISIN14631,Stripe 0
ISIN14632,Stripe 0
ISIN14633,Stripe 0
ISIN14634,Stripe 0
ISIN14635,Stripe 0
ISIN14636,Stripe 0
ISIN14637,Stripe 0
ISIN14638,Stripe 0
ISIN14639,Stripe 0
ISIN14640,Stripe 0
ISIN14641,Stripe 0
ISIN14642,Stripe 0
ISIN14643,Stripe 0
ISIN14644,Stripe 0
ISIN14645,Stripe 0
ISIN14646,Stripe 0
ISIN14647,Stripe 0
ISIN14648,Stripe 0
ISIN14649,Stripe 0
ISIN14650,Stripe 0
ISIN14651,Stripe 0
ISIN14652,Stripe 0
ISIN14653,Stripe 0
ISIN14654,Stripe 0
ISIN14655,Stripe 0
ISIN14656,Stripe 0
ISIN14657,Stripe 0
ISIN14658,Stripe 0
ISIN14659,Stripe 0
ISIN14660,Stripe 0
ISIN14661,Stripe 0
ISIN14662,Stripe 0
ISIN14663,Stripe 0
ISIN14664,Stripe 0
ISIN14665,Stripe 0
ISIN14666,Stripe 0
ISIN14667,Stripe 0
ISIN14668,Stripe 0
ISIN14669,Stripe 0
ISIN14670,Stripe 0
ISIN14671,Stripe 0
ISIN14672,Stripe 0
ISIN14673,Stripe 0
ISIN14674,Stripe 0
ISIN14675,Stripe 0
ISIN14676,Stripe 0
ISIN14677,Stripe 0
ISIN14678,Stripe 0
ISIN14679,Stripe 0
ISIN14680,Stripe 0
ISIN14681,Stripe 0
ISIN14682,Stripe 0
ISIN14683,Stripe 0
ISIN14684,Stripe 0
ISIN14685,Stripe 0
ISIN14686,Stripe 0
ISIN14687,Stripe 0
ISIN14688,Stripe 0
ISIN14689,Stripe 0
ISIN14690,Stripe 0
ISIN14691,Stripe 0
ISIN14692,Stripe 0
ISIN14693,Stripe 0
ISIN14694,Stripe 0
ISIN14695,Stripe 0
ISIN14696,Stripe 0
ISIN14697,Stripe 0
ISIN14698,Stripe 0
ISIN14699,Stripe 0
ISIN14700,Stripe 0
ISIN14701,Stripe 0
ISIN14702,Stripe 0
ISIN14703,Stripe 0
ISIN14704,Stripe 0
ISIN14705,Stripe 0
ISIN14706,Stripe 0
ISIN14707,Stripe 0
ISIN14708,Stripe 0
ISIN14709,Stripe 0
ISIN14710,Stripe 0
ISIN14711,Stripe 0
ISIN14712,Stripe 0
ISIN14713,Stripe 0
ISIN14714,Stripe 0
ISIN14715,Stripe 0
ISIN14716,Stripe 0
ISIN14717,Stripe 0
ISIN14718,Stripe 0
ISIN14719,Stripe 0
ISIN14720,Stripe 0
ISIN14721,Stripe 0
ISIN14722,Stripe 0
ISIN14723,Stripe 0
ISIN14724,Stripe 0
ISIN14725,Stripe 0
ISIN14726,Stripe 0
ISIN14727,Stripe 0
ISIN14728,Stripe 0
ISIN14729,Stripe 0
ISIN14730,Stripe 0
ISIN14731,Stripe 0
ISIN14732,Stripe 0
ISIN14733,Stripe 0
ISIN14734,Stripe 0
ISIN14735,Stripe 0
ISIN14736,Stripe 0
ISIN14737,Stripe 0
ISIN14738,Stripe 0
ISIN14739,Stripe 0
ISIN14740,Stripe 0
ISIN14741,Stripe 0
ISIN14742,Stripe 0
ISIN14743,Stripe 0
ISIN14744,Stripe 0
ISIN14745,Stripe 0
ISIN14746,Stripe 0
ISIN14747,Stripe 0
ISIN14748,Stripe 0
ISIN14753,Stripe 0
ISIN14766,Stripe 0
ISIN14768,Stripe 0
ISIN14797,Stripe 5
ISIN14798,Stripe 0
ISIN14799,Stripe 0
ISIN14800,Stripe 5
ISIN14801,Stripe 0
ISIN14802,Stripe 0
ISIN14803,Stripe 0
ISIN14804,Stripe 0
ISIN14805,Stripe 5
ISIN14806,Stripe 5
ISIN14807,Stripe 0
ISIN14808,Stripe 0
ISIN14809,Stripe 0
ISIN14810,Stripe 0
ISIN14811,Stripe 3
ISIN14812,Stripe 1
ISIN14813,Stripe 1
ISIN14814,Stripe 1
ISIN14815,Stripe 1
ISIN14816,Stripe 1
ISIN14819,Stripe 1
ISIN14823,Stripe 1
ISIN14824,Stripe 1
ISIN14828,Stripe 1
ISIN14832,Stripe 1
ISIN14833,Stripe 1
ISIN14834,Stripe 1
ISIN14835,Stripe 1
ISIN14836,Stripe 1
ISIN14837,Stripe 1
ISIN14838,Stripe 1
ISIN14839,Stripe 1
ISIN14840,Stripe 1
ISIN14841,Stripe 1
ISIN14842,Stripe 1
ISIN14843,Stripe 1
ISIN14844,Stripe 1
ISIN14845,Stripe 1
ISIN14846,Stripe 1
ISIN14847,Stripe 1
ISIN14848,Stripe 1
ISIN14849,Stripe 1
ISIN14850,Stripe 1
ISIN14851,Stripe 1
ISIN14852,Stripe 1
ISIN14856,Stripe 5
ISIN14857,Stripe 5
ISIN14858,Stripe 5
ISIN14859,Stripe 5
ISIN14860,Stripe 5
ISIN14861,Stripe 5
ISIN14862,Stripe 5
ISIN14863,Stripe 5
ISIN14864,Stripe 5
ISIN14865,Stripe 5
ISIN14866,Stripe 5
ISIN14867,Stripe 5
ISIN14868,Stripe 6
ISIN14869,Stripe 6
ISIN14870,Stripe 6
ISIN14871,Stripe 6
ISIN14872,Stripe 6
ISIN14873,Stripe 6
ISIN14874,Stripe 6
ISIN14875,Stripe 5
ISIN14876,Stripe 5
ISIN14877,Stripe 5
ISIN14878,Stripe 5
ISIN14879,Stripe 5
ISIN14880,Stripe 5
ISIN14881,Stripe 5
ISIN14882,Stripe 5
ISIN14883,Stripe 5
ISIN14884,Stripe 5
ISIN14885,Stripe 5
ISIN14886,Stripe 5
ISIN14887,Stripe 5
ISIN14888,Stripe 5
ISIN14889,Stripe 5
ISIN14893,Stripe 5
ISIN14894,Stripe 5
ISIN14895,Stripe 5
ISIN14896,Stripe 5
ISIN14897,Stripe 5
ISIN14898,Stripe 5
ISIN14899,Stripe 5
ISIN14900,Stripe 5
ISIN14901,Stripe 5
ISIN14902,Stripe 5
ISIN14903,Stripe 5
ISIN14904,Stripe 5
ISIN14905,Stripe 5
ISIN14906,Stripe 5
ISIN14907,Stripe 5
ISIN14908,Stripe 5
ISIN14909,Stripe 5
ISIN14910,Stripe 5
ISIN14911,Stripe 2
ISIN14912,Stripe 2
ISIN14913,Stripe 2
ISIN14914,Stripe 2
ISIN14915,Stripe 2
ISIN14916,Stripe 5
ISIN14917,Stripe 5
ISIN14918,Stripe 5
ISIN14919,Stripe 5
ISIN14920,Stripe 5
ISIN14921,Stripe 5
ISIN14922,Stripe 5
ISIN14923,Stripe 5
ISIN14924,Stripe 5
ISIN14925,Stripe 0
ISIN14926,Stripe 0
ISIN14927,Stripe 0
ISIN14931,Stripe 5
ISIN14934,Stripe 5
ISIN14935,Stripe 5
ISIN14936,Stripe 5
ISIN14937,Stripe 5
ISIN14938,Stripe 5
ISIN14939,Stripe 5
ISIN14940,Stripe 5
ISIN14941,Stripe 5
ISIN14942,Stripe 5
ISIN14943,Stripe 5
ISIN14944,Stripe 5
ISIN14945,Stripe 5
ISIN14946,Stripe 5
ISIN14947,Stripe 5
ISIN14948,Stripe 5
ISIN14949,Stripe 5
ISIN14950,Stripe 5
ISIN14951,Stripe 5
ISIN14952,Stripe 5
ISIN14953,Stripe 0
ISIN14954,Stripe 0
ISIN14955,Stripe 0
ISIN14956,Stripe 0
ISIN14957,Stripe 0
ISIN14958,Stripe 5
ISIN14959,Stripe 5
ISIN14960,Stripe 6
ISIN14961,Stripe 6
ISIN14962,Stripe 6
ISIN14963,Stripe 6
ISIN14964,Stripe 0
ISIN14965,Stripe 0
ISIN14966,Stripe 6
ISIN14967,Stripe 0
ISIN14968,Stripe 0
ISIN14969,Stripe 5
ISIN14970,Stripe 5
ISIN14971,Stripe 0
ISIN14972,Stripe 5
ISIN14973,Stripe 5
ISIN14974,Stripe 5
ISIN14975,Stripe 5
ISIN14976,Stripe 5
ISIN14977,Stripe 6
ISIN14980,Stripe 3
ISIN14981,Stripe 1
ISIN14982,Stripe 1
ISIN14983,Stripe 1
ISIN14984,Stripe 0
ISIN14985,Stripe 2
ISIN14986,Stripe 0
ISIN14987,Stripe 0
ISIN14989,Stripe 5
ISIN14990,Stripe 5
ISIN14991,Stripe 5
ISIN14992,Stripe 5
ISIN14993,Stripe 5
ISIN14994,Stripe 5
ISIN14995,Stripe 5
ISIN14996,Stripe 5
ISIN14997,Stripe 2
ISIN14998,Stripe 2
ISIN14999,Stripe 0
ISIN15000,Stripe 0
ISIN15001,Stripe 5
ISIN15002,Stripe 5
ISIN15003,Stripe 5
ISIN15004,Stripe 5
ISIN15005,Stripe 0
ISIN15006,Stripe 0
ISIN15007,Stripe 0
ISIN15008,Stripe 0
ISIN15009,Stripe 0
ISIN15010,Stripe 5
ISIN15011,Stripe 5
ISIN15012,Stripe 0
ISIN15013,Stripe 5
ISIN15014,Stripe 5
ISIN15015,Stripe 5
ISIN15016,Stripe 5
ISIN15017,Stripe 5
ISIN15018,Stripe 5
ISIN15019,Stripe 5
ISIN15020,Stripe 5
ISIN15021,Stripe 5
ISIN15022,Stripe 5
ISIN15023,Stripe 5
ISIN15024,Stripe 5
ISIN15025,Stripe 0
ISIN15026,Stripe 5
ISIN15027,Stripe 5
ISIN15028,Stripe 5
ISIN15029,Stripe 5
ISIN15030,Stripe 5
ISIN15031,Stripe 5
ISIN15032,Stripe 5
ISIN15033,Stripe 0
ISIN15034,Stripe 0
ISIN15035,Stripe 0
ISIN15036,Stripe 5
ISIN15037,Stripe 5
ISIN15040,Stripe 6
ISIN15041,Stripe 6
ISIN15048,Stripe 5
ISIN15049,Stripe 5
ISIN15050,Stripe 5
ISIN15051,Stripe 2
ISIN15052,Stripe 2
ISIN15053,Stripe 2
ISIN15054,Stripe 2
ISIN15055,Stripe 2
ISIN15056,Stripe 2
ISIN15057,Stripe 3
ISIN15058,Stripe 3
ISIN15059,Stripe 3
ISIN15060,Stripe 3
ISIN15061,Stripe 3
ISIN15062,Stripe 3
ISIN15064,Stripe 5
ISIN15065,Stripe 5
ISIN15066,Stripe 5
ISIN15067,Stripe 5
ISIN15068,Stripe 5
ISIN15069,Stripe 0
ISIN15070,Stripe 5
ISIN15071,Stripe 5
ISIN15072,Stripe 1
ISIN15073,Stripe 1
ISIN15074,Stripe 1
ISIN15075,Stripe 6
ISIN15076,Stripe 6
ISIN15077,Stripe 5
ISIN15078,Stripe 5
ISIN15079,Stripe 5
ISIN15080,Stripe 5
ISIN15081,Stripe 5
ISIN15082,Stripe 5
ISIN15083,Stripe 5
ISIN15086,Stripe 3
ISIN15087,Stripe 3
ISIN15088,Stripe 3
ISIN15089,Stripe 5
ISIN15090,Stripe 5
ISIN15091,Stripe 5
ISIN15094,Stripe 5
ISIN15099,Stripe 5
ISIN15102,Stripe 0
ISIN15103,Stripe 0
ISIN15104,Stripe 0
ISIN15105,Stripe 0
ISIN15106,Stripe 0
ISIN15107,Stripe 0
ISIN15108,Stripe 5
ISIN15109,Stripe 2
ISIN15110,Stripe 2
ISIN15111,Stripe 2
ISIN15112,Stripe 2
ISIN15113,Stripe 2
ISIN15114,Stripe 2
ISIN15115,Stripe 2
ISIN15116,Stripe 2
ISIN15117,Stripe 2
ISIN15118,Stripe 2
ISIN15119,Stripe 2
ISIN15120,Stripe 2
ISIN15121,Stripe 2
ISIN15122,Stripe 2
ISIN15123,Stripe 2
ISIN15124,Stripe 2
ISIN15125,Stripe 2
ISIN15126,Stripe 2
ISIN15127,Stripe 2
ISIN15128,Stripe 2
ISIN15129,Stripe 2
ISIN15130,Stripe 2
ISIN15131,Stripe 2
ISIN15132,Stripe 2
ISIN15133,Stripe 2
ISIN15134,Stripe 2
ISIN15135,Stripe 2
ISIN15136,Stripe 3
ISIN15137,Stripe 0
ISIN15138,Stripe 0
ISIN15139,Stripe 0
ISIN15140,Stripe 5
ISIN15141,Stripe 5
ISIN15142,Stripe 5
ISIN15143,Stripe 5
ISIN15144,Stripe 5
ISIN15145,Stripe 5
ISIN15146,Stripe 5
ISIN15147,Stripe 5
ISIN15148,Stripe 5
ISIN15149,Stripe 5
ISIN15150,Stripe 5
ISIN15151,Stripe 5
ISIN15152,Stripe 5
ISIN15153,Stripe 5
ISIN15154,Stripe 5
ISIN15155,Stripe 5
ISIN15156,Stripe 5
ISIN15157,Stripe 5
ISIN15158,Stripe 5
ISIN15159,Stripe 5
ISIN15160,Stripe 5
ISIN15161,Stripe 5
ISIN15162,Stripe 5
ISIN15164,Stripe 5
ISIN15167,Stripe 2
ISIN15168,Stripe 2
ISIN15169,Stripe 2
ISIN15170,Stripe 2
ISIN15171,Stripe 2
ISIN15172,Stripe 2
ISIN15173,Stripe 2
ISIN15174,Stripe 2
ISIN15175,Stripe 2
ISIN15176,Stripe 2
ISIN15177,Stripe 2
ISIN15178,Stripe 5
ISIN15179,Stripe 5
ISIN15180,Stripe 5
ISIN15181,Stripe 5
ISIN15182,Stripe 5
ISIN15183,Stripe 5
ISIN15184,Stripe 5
ISIN15185,Stripe 5
ISIN15186,Stripe 5
ISIN15187,Stripe 5
ISIN15188,Stripe 5
ISIN15189,Stripe 5
ISIN15190,Stripe 5
ISIN15191,Stripe 5
ISIN15192,Stripe 5
ISIN15193,Stripe 5
ISIN15194,Stripe 5
ISIN15195,Stripe 2
ISIN15196,Stripe 2
ISIN15200,Stripe 0
ISIN15201,Stripe 5
ISIN15202,Stripe 5
ISIN15203,Stripe 5
ISIN15204,Stripe 5
ISIN15205,Stripe 5
ISIN15206,Stripe 5
ISIN15207,Stripe 0
ISIN15208,Stripe 0
ISIN15209,Stripe 0
ISIN15210,Stripe 5
ISIN15211,Stripe 5
ISIN15212,Stripe 5
ISIN15213,Stripe 5
ISIN15214,Stripe 5
ISIN15215,Stripe 5
ISIN15216,Stripe 5
ISIN15217,Stripe 5
ISIN15265,Stripe 3
ISIN15277,Stripe 1
ISIN15280,Stripe 1
ISIN15281,Stripe 1
ISIN15282,Stripe 1
ISIN15283,Stripe 1
ISIN15284,Stripe 1
ISIN15285,Stripe 1
ISIN15286,Stripe 1
ISIN15289,Stripe 1
ISIN15290,Stripe 1
ISIN15307,Stripe 1
ISIN15418,Stripe 1
ISIN15419,Stripe 1
ISIN15444,Stripe 3
ISIN15452,Stripe 1
ISIN15467,Stripe 1
ISIN15475,Stripe 1
ISIN15476,Stripe 1
ISIN15477,Stripe 1
ISIN15478,Stripe 1
ISIN15479,Stripe 1
ISIN15480,Stripe 1
ISIN15481,Stripe 1
ISIN15482,Stripe 1
ISIN15483,Stripe 1
ISIN15484,Stripe 1
ISIN15485,Stripe 1
ISIN15486,Stripe 1
ISIN15487,Stripe 1
ISIN15488,Stripe 1
ISIN15489,Stripe 1
ISIN15490,Stripe 1
ISIN15491,Stripe 1
ISIN15492,Stripe 1
ISIN15493,Stripe 1
ISIN15494,Stripe 1
ISIN15495,Stripe 1
ISIN15550,Stripe 1
ISIN15551,Stripe 1
ISIN15552,Stripe 1
ISIN15553,Stripe 1
ISIN15554,Stripe 1
ISIN15555,Stripe 1
ISIN15556,Stripe 1
ISIN15557,Stripe 1
ISIN15558,Stripe 1
ISIN15559,Stripe 1
ISIN15560,Stripe 1
ISIN15561,Stripe 1
ISIN15562,Stripe 1
ISIN15563,Stripe 1
ISIN15564,Stripe 1
ISIN15565,Stripe 1
ISIN15566,Stripe 1
ISIN15633,Stripe 0
ISIN15634,Stripe 0
ISIN15635,Stripe 0
ISIN15636,Stripe 0
ISIN15637,Stripe 0
ISIN15638,Stripe 6
ISIN15639,Stripe 5
ISIN15640,Stripe 5
ISIN15641,Stripe 5
ISIN15642,Stripe 5
ISIN15643,Stripe 5
ISIN15644,Stripe 5
ISIN15645,Stripe 5
ISIN15646,Stripe 5
ISIN15647,Stripe 6
ISIN15648,Stripe 6
ISIN15649,Stripe 5
ISIN15650,Stripe 5
ISIN15651,Stripe 5
ISIN15652,Stripe 8
ISIN15653,Stripe 8
ISIN15654,Stripe 5
ISIN15655,Stripe 2
ISIN15656,Stripe 2
ISIN15657,Stripe 5
ISIN15658,Stripe 5
ISIN15659,Stripe 5
ISIN15660,Stripe 5
ISIN15661,Stripe 5
ISIN15662,Stripe 5
ISIN15663,Stripe 5
ISIN15664,Stripe 0
ISIN15665,Stripe 0
ISIN15666,Stripe 0
ISIN15667,Stripe 0
ISIN15668,Stripe 0
ISIN15670,Stripe 0
ISIN15671,Stripe 0
ISIN15675,Stripe 0
ISIN15676,Stripe 0
ISIN15677,Stripe 0
ISIN15678,Stripe 0
ISIN15679,Stripe 0
ISIN15681,Stripe 0
ISIN15682,Stripe 0
ISIN15683,Stripe 0
ISIN15684,Stripe 0
ISIN15685,Stripe 0
ISIN15686,Stripe 0
ISIN15687,Stripe 0
ISIN15688,Stripe 0
ISIN15689,Stripe 0
ISIN15690,Stripe 0
ISIN15691,Stripe 0
ISIN15693,Stripe 0
ISIN15694,Stripe 0
ISIN15696,Stripe 0
ISIN15701,Stripe 5
ISIN15703,Stripe 5
ISIN15704,Stripe 5
ISIN15705,Stripe 5
ISIN15706,Stripe 5
ISIN15707,Stripe 5
ISIN15708,Stripe 5
ISIN15709,Stripe 5
ISIN15710,Stripe 5
ISIN15711,Stripe 5
ISIN15712,Stripe 5
ISIN15713,Stripe 5
ISIN15714,Stripe 5
ISIN15715,Stripe 5
ISIN15716,Stripe 5
ISIN15717,Stripe 5
ISIN15718,Stripe 5
ISIN15719,Stripe 5
ISIN15720,Stripe 5
ISIN15721,Stripe 5
ISIN15722,Stripe 5
ISIN15723,Stripe 5
ISIN15726,Stripe 0
ISIN15727,Stripe 0
ISIN15728,Stripe 0
ISIN15729,Stripe 0
ISIN15730,Stripe 0
ISIN15731,Stripe 0
ISIN15732,Stripe 0
ISIN15733,Stripe 8
ISIN15734,Stripe 5
ISIN15735,Stripe 5
ISIN15736,Stripe 5
ISIN15737,Stripe 5
ISIN15738,Stripe 5
ISIN15739,Stripe 5
ISIN15740,Stripe 5
ISIN15741,Stripe 5
ISIN15742,Stripe 5
ISIN15743,Stripe 5
ISIN15744,Stripe 5
ISIN15745,Stripe 5
ISIN15746,Stripe 5
ISIN15747,Stripe 5
ISIN15748,Stripe 5
ISIN15749,Stripe 5
ISIN15750,Stripe 5
ISIN15751,Stripe 5
ISIN15752,Stripe 5
ISIN15753,Stripe 5
ISIN15754,Stripe 5
ISIN15755,Stripe 5
ISIN15756,Stripe 5
ISIN15757,Stripe 5
ISIN15758,Stripe 5
ISIN15759,Stripe 5
ISIN15760,Stripe 5
ISIN15761,Stripe 5
ISIN15762,Stripe 5
ISIN15763,Stripe 5
ISIN15764,Stripe 5
ISIN15765,Stripe 5
ISIN15766,Stripe 5
ISIN15767,Stripe 5
ISIN15768,Stripe 5
ISIN15769,Stripe 5
ISIN15770,Stripe 5
ISIN15771,Stripe 5
ISIN15772,Stripe 5
ISIN15773,Stripe 5
ISIN15774,Stripe 5
ISIN15775,Stripe 5
ISIN15776,Stripe 5
ISIN15777,Stripe 5
ISIN15778,Stripe 5
ISIN15779,Stripe 5
ISIN15780,Stripe 5
ISIN15781,Stripe 5
ISIN15782,Stripe 5
ISIN15783,Stripe 5
ISIN15784,Stripe 5
ISIN15785,Stripe 5
ISIN15786,Stripe 5
ISIN15787,Stripe 5
ISIN15788,Stripe 5
ISIN15789,Stripe 5
ISIN15790,Stripe 5
ISIN15791,Stripe 5
ISIN15792,Stripe 5
ISIN15794,Stripe 5
ISIN15795,Stripe 5
ISIN15796,Stripe 5
ISIN15797,Stripe 5
ISIN15798,Stripe 5
ISIN15799,Stripe 5
ISIN15800,Stripe 5
ISIN15801,Stripe 5
ISIN15802,Stripe 5
ISIN15803,Stripe 5
ISIN15804,Stripe 5
ISIN15805,Stripe 5
ISIN15806,Stripe 5
ISIN15807,Stripe 5
ISIN15808,Stripe 5
ISIN15809,Stripe 5
ISIN15810,Stripe 5
ISIN15811,Stripe 5
ISIN15812,Stripe 5
ISIN15813,Stripe 5
ISIN15814,Stripe 5
ISIN15815,Stripe 5
ISIN15816,Stripe 5
ISIN15817,Stripe 5
ISIN15818,Stripe 5
ISIN15819,Stripe 5
ISIN15820,Stripe 5
ISIN15821,Stripe 5
ISIN15822,Stripe 5
ISIN15823,Stripe 5
ISIN15824,Stripe 5
ISIN15825,Stripe 5
ISIN15826,Stripe 5
ISIN15827,Stripe 5
ISIN15828,Stripe 5
ISIN15829,Stripe 5
ISIN15830,Stripe 5
ISIN15831,Stripe 5
ISIN15832,Stripe 5
ISIN15833,Stripe 5
ISIN15834,Stripe 5
ISIN15835,Stripe 5
ISIN15836,Stripe 5
ISIN15837,Stripe 5
ISIN15838,Stripe 5
ISIN15839,Stripe 5
ISIN15840,Stripe 5
ISIN15841,Stripe 5
ISIN15842,Stripe 5
ISIN15843,Stripe 5
ISIN15844,Stripe 5
ISIN15845,Stripe 5
ISIN15846,Stripe 5
ISIN15847,Stripe 5
ISIN15848,Stripe 5
ISIN15849,Stripe 5
ISIN15850,Stripe 5
ISIN15851,Stripe 5
ISIN15852,Stripe 5
ISIN15853,Stripe 5
ISIN15854,Stripe 5
ISIN15855,Stripe 5
ISIN15856,Stripe 5
ISIN15857,Stripe 5
ISIN15858,Stripe 5
ISIN15859,Stripe 5
ISIN15860,Stripe 5
ISIN15861,Stripe 5
ISIN15862,Stripe 5
ISIN15863,Stripe 5
ISIN15864,Stripe 5
ISIN15865,Stripe 5
ISIN15867,Stripe 5
ISIN15868,Stripe 5
ISIN15869,Stripe 5
ISIN15870,Stripe 5
ISIN15871,Stripe 5
ISIN15872,Stripe 5
ISIN15873,Stripe 5
ISIN15874,Stripe 5
ISIN15875,Stripe 5
ISIN15876,Stripe 5
ISIN15877,Stripe 5
ISIN15878,Stripe 5
ISIN15879,Stripe 5
ISIN15880,Stripe 5
ISIN15881,Stripe 5
ISIN15882,Stripe 5
ISIN15883,Stripe 5
ISIN15884,Stripe 5
ISIN15885,Stripe 5
ISIN15886,Stripe 5
ISIN15887,Stripe 5
ISIN15888,Stripe 5
ISIN15890,Stripe 5
ISIN15891,Stripe 5
ISIN15892,Stripe 5
ISIN15893,Stripe 5
ISIN15894,Stripe 5
ISIN15895,Stripe 5
ISIN15896,Stripe 5
ISIN15897,Stripe 5
ISIN15898,Stripe 5
ISIN15899,Stripe 5
ISIN15902,Stripe 5
ISIN15903,Stripe 5
ISIN15904,Stripe 5
ISIN15905,Stripe 5
ISIN15906,Stripe 5
ISIN15907,Stripe 5
ISIN15908,Stripe 5
ISIN15909,Stripe 5
ISIN15910,Stripe 5
ISIN15911,Stripe 5
ISIN15912,Stripe 5
ISIN15913,Stripe 5
ISIN15914,Stripe 5
ISIN15915,Stripe 5
ISIN15916,Stripe 5
ISIN15917,Stripe 5
ISIN15918,Stripe 5
ISIN15919,Stripe 5
ISIN15920,Stripe 5
ISIN15921,Stripe 5
ISIN15922,Stripe 5
ISIN15923,Stripe 5
ISIN15924,Stripe 5
ISIN15926,Stripe 5
ISIN15927,Stripe 5
ISIN15928,Stripe 5
ISIN15929,Stripe 5
ISIN15930,Stripe 5
ISIN15931,Stripe 5
ISIN15932,Stripe 5
ISIN15933,Stripe 5
ISIN15934,Stripe 5
ISIN15935,Stripe 5
ISIN15936,Stripe 5
ISIN15937,Stripe 5
ISIN15938,Stripe 5
ISIN15939,Stripe 5
ISIN15940,Stripe 5
ISIN15941,Stripe 5
ISIN15942,Stripe 5
ISIN15943,Stripe 5
ISIN15945,Stripe 5
ISIN15946,Stripe 5
ISIN15947,Stripe 5
ISIN15948,Stripe 5
ISIN15949,Stripe 5
ISIN15950,Stripe 5
ISIN15951,Stripe 5
ISIN15952,Stripe 5
ISIN15953,Stripe 5
ISIN15954,Stripe 2
ISIN15955,Stripe 0
ISIN15956,Stripe 0
ISIN15957,Stripe 2
ISIN15958,Stripe 2
ISIN15959,Stripe 2
ISIN15960,Stripe 2
ISIN15961,Stripe 0
ISIN15962,Stripe 0
ISIN15963,Stripe 5
ISIN15964,Stripe 2
ISIN15965,Stripe 2
ISIN15966,Stripe 2
ISIN15967,Stripe 2
ISIN15968,Stripe 2
ISIN15969,Stripe 2
ISIN15970,Stripe 2
ISIN15973,Stripe 5
ISIN15974,Stripe 0
ISIN15975,Stripe 0
ISIN15976,Stripe 0
ISIN15981,Stripe 5
ISIN15984,Stripe 5
ISIN15985,Stripe 5
ISIN15986,Stripe 5
ISIN15988,Stripe 5
ISIN15991,Stripe 5
ISIN15992,Stripe 5
ISIN15993,Stripe 5
ISIN15994,Stripe 5
ISIN15995,Stripe 5
ISIN15996,Stripe 5
ISIN15997,Stripe 5
ISIN15998,Stripe 5
ISIN15999,Stripe 5
ISIN16000,Stripe 5
ISIN16005,Stripe 0
ISIN16006,Stripe 0
ISIN16030,Stripe 5
ISIN16031,Stripe 2
ISIN16032,Stripe 2
ISIN16035,Stripe 5
ISIN16036,Stripe 1
ISIN16037,Stripe 1
ISIN16038,Stripe 5
ISIN16039,Stripe 5
ISIN16040,Stripe 5
ISIN16041,Stripe 1
ISIN16042,Stripe 5
ISIN16043,Stripe 5
ISIN16045,Stripe 5
ISIN16046,Stripe 5
ISIN16047,Stripe 5
ISIN16048,Stripe 0
ISIN16049,Stripe 0
ISIN16050,Stripe 0
ISIN16051,Stripe 0
ISIN16052,Stripe 5
ISIN16053,Stripe 5
ISIN16054,Stripe 5
ISIN16055,Stripe 5
ISIN16056,Stripe 5
ISIN16057,Stripe 5
ISIN16058,Stripe 2
ISIN16059,Stripe 2
ISIN16060,Stripe 5
ISIN16061,Stripe 5
ISIN16062,Stripe 5
ISIN16063,Stripe 5
ISIN16064,Stripe 5
ISIN16065,Stripe 5
ISIN16066,Stripe 5
ISIN16068,Stripe 5
ISIN16069,Stripe 5
ISIN16070,Stripe 5
ISIN16071,Stripe 5
ISIN16072,Stripe 5
ISIN16073,Stripe 5
ISIN16074,Stripe 5
ISIN16075,Stripe 5
ISIN16076,Stripe 8
ISIN16077,Stripe 8
ISIN16078,Stripe 5
ISIN16079,Stripe 5
ISIN16080,Stripe 5
ISIN16081,Stripe 5
ISIN16082,Stripe 5
ISIN16083,Stripe 5
ISIN16084,Stripe 6
ISIN16086,Stripe 0
ISIN16088,Stripe 8
ISIN16089,Stripe 8
ISIN16091,Stripe 8
ISIN16092,Stripe 8
ISIN16093,Stripe 8
ISIN16094,Stripe 8
ISIN16095,Stripe 2
ISIN16096,Stripe 2
ISIN16097,Stripe 0
ISIN16098,Stripe 5
ISIN16099,Stripe 2
ISIN16100,Stripe 5
ISIN16101,Stripe 5
ISIN16102,Stripe 5
ISIN16103,Stripe 5
ISIN16104,Stripe 5
ISIN16105,Stripe 5
ISIN16106,Stripe 5
ISIN16107,Stripe 5
ISIN16108,Stripe 5
ISIN16109,Stripe 5
ISIN16110,Stripe 5
ISIN16111,Stripe 5
ISIN16112,Stripe 5
ISIN16113,Stripe 5
ISIN16116,Stripe 0
ISIN16117,Stripe 3
ISIN16118,Stripe 5
ISIN16119,Stripe 0
ISIN16120,Stripe 0
ISIN16121,Stripe 0
ISIN16122,Stripe 0
ISIN16123,Stripe 5
ISIN16124,Stripe 5
ISIN16125,Stripe 5
ISIN16126,Stripe 0
ISIN16127,Stripe 0
ISIN16128,Stripe 0
ISIN16129,Stripe 5
ISIN16130,Stripe 5
ISIN16131,Stripe 5
ISIN16132,Stripe 5
ISIN16133,Stripe 5
ISIN16134,Stripe 5
ISIN16135,Stripe 5
ISIN16136,Stripe 5
ISIN16137,Stripe 0
ISIN16138,Stripe 0
