ISIN,SP_rating,Moody_rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Issue_Date,Collateral_Type,Coupon_Frequency,Coupon_Type,Maturity_Date,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
ISIN215,sp_rating6,moody_rating13,Currency3,N,Seniority1,Y,3,19-Aug-15,Collateral Type1,Coupon Frequency1,Coupon Type1,19-Feb-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name50,Ticker45,Country1,Stripe 3
ISIN216,sp_rating10,moody_rating1,Currency3,N,Seniority0,N,3,18-Jan-11,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Jan-21,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name50,Ticker45,Country1,Stripe 4
ISIN217,sp_rating10,moody_rating1,Currency3,N,Seniority0,N,3,4-Mar-13,Collateral Type2,Coupon Frequency1,Coupon Type0,3-Mar-23,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name50,Ticker45,Country1,Stripe 4
ISIN218,sp_rating3,moody_rating3,Currency3,N,Seniority0,N,3,15-Apr-14,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Apr-24,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name52,Ticker47,Country1,Stripe 4
ISIN219,sp_rating0,moody_rating17,Currency3,N,Seniority2,N,3,22-Oct-13,Collateral Type3,Coupon Frequency1,Coupon Type0,22-Oct-23,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name52,Ticker47,Country1,Stripe 3
ISIN220,sp_rating0,moody_rating17,Currency3,N,Seniority2,N,3,22-Oct-13,Collateral Type3,Coupon Frequency1,Coupon Type0,22-Oct-23,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name52,Ticker47,Country1,Stripe 3
ISIN221,sp_rating0,moody_rating17,Currency3,N,Seniority2,N,3,21-Jan-14,Collateral Type3,Coupon Frequency1,Coupon Type0,21-Jul-24,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name52,Ticker47,Country1,Stripe 3
ISIN222,sp_rating0,moody_rating10,Currency3,N,Seniority2,N,3,14-Oct-14,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Oct-24,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name50,Ticker45,Country1,Stripe 3
ISIN223,sp_rating9,moody_rating0,Currency3,N,Seniority0,N,3,21-Jan-14,Collateral Type0,Coupon Frequency1,Coupon Type0,22-Jan-24,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name115,Ticker99,Country6,Stripe 2
ISIN224,sp_rating2,moody_rating7,Currency3,N,Seniority1,Y,3,8-Jun-05,Collateral Type1,Coupon Frequency1,Coupon Type1,15-Dec-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 3
ISIN225,sp_rating7,moody_rating2,Currency3,N,Seniority1,Y,3,20-Nov-13,Collateral Type1,Coupon Frequency2,Coupon Type1,15-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 3
ISIN226,sp_rating7,moody_rating2,Currency3,N,Seniority1,Y,3,17-Jun-14,Collateral Type1,Coupon Frequency2,Coupon Type1,15-Jun-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 3
ISIN227,sp_rating6,moody_rating17,Currency3,N,Seniority2,N,3,11-Sep-14,Collateral Type3,Coupon Frequency1,Coupon Type0,11-Sep-24,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 3
ISIN228,sp_rating0,moody_rating17,Currency3,N,Seniority0,N,3,10-Nov-14,Collateral Type0,Coupon Frequency1,Coupon Type0,8-Nov-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 4
ISIN229,sp_rating0,moody_rating17,Currency3,N,Seniority0,N,3,16-Mar-15,Collateral Type0,Coupon Frequency1,Coupon Type0,16-Mar-25,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 4
ISIN230,sp_rating0,moody_rating17,Currency3,N,Seniority0,N,3,8-Jun-15,Collateral Type0,Coupon Frequency1,Coupon Type0,8-Jun-20,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 4
ISIN231,sp_rating0,moody_rating17,Currency3,N,Seniority0,N,3,17-Aug-15,Collateral Type0,Coupon Frequency1,Coupon Type0,17-Aug-45,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name117,Ticker100,Country7,Stripe 4
ISIN232,sp_rating9,moody_rating3,Currency3,N,Seniority0,N,3,22-May-09,Collateral Type0,Coupon Frequency1,Coupon Type0,22-May-19,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 4
ISIN233,sp_rating6,moody_rating2,Currency3,N,Seniority2,Y,3,10-Apr-13,Collateral Type3,Coupon Frequency1,Coupon Type1,10-Apr-23,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 3
ISIN234,sp_rating1,moody_rating17,Currency3,N,Seniority2,N,3,14-Oct-10,Collateral Type3,Coupon Frequency1,Coupon Type0,14-Oct-20,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 3
ISIN235,sp_rating6,moody_rating2,Currency3,N,Seniority2,N,3,21-Nov-12,Collateral Type3,Coupon Frequency1,Coupon Type0,21-Nov-22,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name116,Ticker100,Country7,Stripe 3
ISIN236,sp_rating12,moody_rating17,Currency3,N,Seniority2,N,3,26-Mar-15,Collateral Type3,Coupon Frequency1,Coupon Type0,26-Mar-25,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name118,Ticker101,Country6,Stripe 11
ISIN237,sp_rating6,moody_rating7,Currency3,N,Seniority2,N,3,19-Sep-13,Collateral Type3,Coupon Frequency1,Coupon Type0,19-Sep-23,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name39,Ticker35,Country5,Stripe 3
ISIN238,sp_rating6,moody_rating7,Currency3,N,Seniority2,N,3,19-Sep-13,Collateral Type3,Coupon Frequency1,Coupon Type0,19-Sep-23,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name39,Ticker35,Country5,Stripe 3
ISIN239,sp_rating16,moody_rating18,Currency3,N,Seniority0,N,3,12-Mar-15,Collateral Type0,Coupon Frequency1,Coupon Type0,12-Mar-20,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name119,Ticker102,Country6,Stripe 4
ISIN240,sp_rating12,moody_rating11,Currency3,N,Seniority2,N,3,29-Nov-13,Collateral Type2,Coupon Frequency1,Coupon Type0,1-Dec-23,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name120,Ticker103,Country8,Stripe 3
ISIN241,sp_rating12,moody_rating11,Currency3,N,Seniority2,N,3,29-Nov-13,Collateral Type2,Coupon Frequency1,Coupon Type0,1-Dec-43,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name120,Ticker103,Country8,Stripe 3
ISIN242,sp_rating12,moody_rating11,Currency3,N,Seniority2,N,3,4-Aug-15,Collateral Type5,Coupon Frequency1,Coupon Type0,4-Aug-25,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name120,Ticker103,Country8,Stripe 3
ISIN243,sp_rating12,moody_rating11,Currency3,N,Seniority2,N,3,4-Aug-15,Collateral Type5,Coupon Frequency1,Coupon Type0,4-Aug-45,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name120,Ticker103,Country8,Stripe 3
ISIN244,sp_rating10,moody_rating18,Currency3,N,Seniority0,N,3,11-Jan-11,Collateral Type2,Coupon Frequency1,Coupon Type0,11-Jan-21,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name121,Ticker103,Country8,Stripe 4
ISIN245,sp_rating10,moody_rating18,Currency3,N,Seniority0,N,3,8-Feb-12,Collateral Type2,Coupon Frequency1,Coupon Type0,8-Feb-22,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name120,Ticker103,Country8,Stripe 4
ISIN246,sp_rating12,moody_rating11,Currency3,N,Seniority2,N,3,9-Nov-12,Collateral Type2,Coupon Frequency1,Coupon Type0,9-Nov-22,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name120,Ticker103,Country8,Stripe 3
ISIN247,sp_rating6,moody_rating7,Currency3,N,Seniority1,Y,3,13-Oct-09,Collateral Type1,Coupon Frequency1,Coupon Type1,13-Apr-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name53,Ticker48,Country1,Stripe 3
ISIN248,sp_rating2,moody_rating2,Currency3,N,Seniority1,Y,3,23-Jan-14,Collateral Type1,Coupon Frequency2,Coupon Type1,23-Dec-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name53,Ticker48,Country1,Stripe 3
ISIN249,sp_rating3,moody_rating3,Currency3,N,Seniority0,N,3,15-Apr-14,Collateral Type0,Coupon Frequency1,Coupon Type0,15-Apr-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name122,Ticker48,Country7,Stripe 4
ISIN250,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,13-Aug-09,Collateral Type0,Coupon Frequency1,Coupon Type0,13-Aug-19,Industry Group5,Industry Sector2,Industry SubGroup48,Issuer Name123,Ticker104,Country6,Stripe 4
ISIN251,sp_rating0,moody_rating10,Currency3,N,Seniority2,N,3,14-Jan-10,Collateral Type3,Coupon Frequency1,Coupon Type0,14-Jan-20,Industry Group5,Industry Sector2,Industry SubGroup48,Issuer Name123,Ticker104,Country6,Stripe 3
ISIN252,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,5-Aug-10,Collateral Type0,Coupon Frequency1,Coupon Type0,5-Aug-20,Industry Group5,Industry Sector2,Industry SubGroup48,Issuer Name123,Ticker104,Country6,Stripe 4
ISIN253,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,9-Sep-14,Collateral Type0,Coupon Frequency1,Coupon Type0,9-Sep-24,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name123,Ticker104,Country6,Stripe 4
ISIN254,sp_rating1,moody_rating13,Currency3,N,Seniority2,Y,3,24-May-13,Collateral Type3,Coupon Frequency1,Coupon Type1,24-May-28,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name40,Ticker12,Country5,Stripe 3
ISIN255,sp_rating1,moody_rating13,Currency3,N,Seniority2,N,3,1-Apr-15,Collateral Type3,Coupon Frequency1,Coupon Type0,1-Apr-25,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name40,Ticker12,Country5,Stripe 3
ISIN256,sp_rating12,moody_rating11,Currency3,N,Seniority0,N,3,20-Aug-15,Collateral Type0,Coupon Frequency1,Coupon Type0,20-Aug-20,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name40,Ticker12,Country5,Stripe 4
ISIN257,sp_rating12,moody_rating11,Currency3,N,Seniority0,N,3,13-Feb-14,Collateral Type0,Coupon Frequency1,Coupon Type0,13-Feb-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name124,Ticker12,Country7,Stripe 4
ISIN258,sp_rating12,moody_rating11,Currency3,N,Seniority0,N,3,30-May-14,Collateral Type0,Coupon Frequency1,Coupon Type0,30-May-24,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name124,Ticker12,Country7,Stripe 4
ISIN259,sp_rating12,,Currency3,N,Seniority0,N,3,2-Oct-13,Collateral Type2,Coupon Frequency1,Coupon Type0,2-Oct-23,Industry Group16,Industry Sector2,Industry SubGroup21,Issuer Name125,Ticker29,Country8,Stripe 6
ISIN260,sp_rating4,moody_rating16,Currency3,N,Seniority1,Y,3,25-May-99,Collateral Type1,Coupon Frequency1,Coupon Type0,30-Jun-31,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name126,Ticker35,Country6,Stripe 3
ISIN261,sp_rating10,moody_rating1,Currency3,N,Seniority0,N,3,26-Jan-09,Collateral Type0,Coupon Frequency1,Coupon Type0,26-Jan-39,Industry Group3,Industry Sector3,Industry SubGroup29,Issuer Name62,Ticker55,Country1,Stripe 6
ISIN262,sp_rating0,moody_rating0,Currency3,N,Seniority1,Y,3,22-Jan-14,Collateral Type1,Coupon Frequency1,Coupon Type1,22-Jul-49,Industry Group3,Industry Sector3,Industry SubGroup29,Issuer Name62,Ticker55,Country1,Stripe 8
ISIN263,sp_rating6,moody_rating17,Currency3,N,Seniority0,N,3,2-Nov-07,Collateral Type0,Coupon Frequency1,Coupon Type0,2-Feb-18,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name127,Ticker105,Country8,Stripe 6
ISIN264,sp_rating6,moody_rating17,Currency3,N,Seniority0,N,3,29-Sep-09,Collateral Type0,Coupon Frequency1,Coupon Type0,1-Oct-19,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name127,Ticker105,Country8,Stripe 6
ISIN265,sp_rating6,moody_rating17,Currency3,N,Seniority0,N,3,20-Nov-14,Collateral Type0,Coupon Frequency1,Coupon Type0,15-Jan-20,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name127,Ticker105,Country8,Stripe 6
ISIN266,sp_rating9,moody_rating11,Currency3,N,Seniority0,N,3,1-Oct-10,Collateral Type0,Coupon Frequency1,Coupon Type0,1-Oct-20,Industry Group32,Industry Sector9,Industry SubGroup49,Issuer Name128,Ticker106,Country13,Stripe 6
ISIN267,sp_rating9,moody_rating11,Currency3,N,Seniority0,N,3,1-Oct-10,Collateral Type0,Coupon Frequency1,Coupon Type0,1-Oct-40,Industry Group32,Industry Sector9,Industry SubGroup49,Issuer Name128,Ticker106,Country13,Stripe 6
ISIN268,sp_rating12,moody_rating0,Currency3,N,Seniority0,N,3,22-Apr-08,Collateral Type2,Coupon Frequency1,Coupon Type0,30-Apr-38,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name129,Ticker107,Country8,Stripe 6
ISIN269,sp_rating6,moody_rating13,Currency3,N,Seniority2,Y,3,24-Sep-13,Collateral Type3,Coupon Frequency1,Coupon Type1,24-Sep-73,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name130,Ticker108,Country13,Stripe 8
ISIN270,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,7-Oct-09,Collateral Type2,Coupon Frequency1,Coupon Type0,7-Oct-19,Industry Group3,Industry Sector3,Industry SubGroup13,Issuer Name131,Ticker108,Country8,Stripe 6
ISIN271,sp_rating12,moody_rating0,Currency3,N,Seniority0,N,3,9-May-12,Collateral Type0,Coupon Frequency1,Coupon Type0,15-May-22,Industry Group17,Industry Sector6,Industry SubGroup50,Issuer Name132,Ticker109,Country14,Stripe 7
ISIN272,sp_rating4,moody_rating5,Currency3,N,Seniority0,N,3,23-Jul-15,Collateral Type0,Coupon Frequency1,Coupon Type0,15-Apr-20,Industry Group7,Industry Sector5,Industry SubGroup8,Issuer Name133,Ticker8,Country7,Stripe 7
ISIN273,sp_rating4,moody_rating5,Currency3,N,Seniority0,N,3,23-Jul-15,Collateral Type0,Coupon Frequency1,Coupon Type0,15-Apr-23,Industry Group7,Industry Sector5,Industry SubGroup8,Issuer Name133,Ticker8,Country7,Stripe 7
ISIN274,sp_rating12,moody_rating0,Currency3,N,Seniority0,N,3,16-Sep-10,Collateral Type0,Coupon Frequency1,Coupon Type0,16-Sep-15,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name48,Ticker43,Country1,Stripe 7
ISIN275,sp_rating12,moody_rating0,Currency3,N,Seniority0,N,3,14-Sep-11,Collateral Type0,Coupon Frequency1,Coupon Type0,14-Sep-16,Industry Group17,Industry Sector6,Industry SubGroup22,Issuer Name48,Ticker43,Country1,Stripe 7
ISIN276,sp_rating8,moody_rating3,Currency3,N,Seniority2,N,3,11-Feb-11,Collateral Type2,Coupon Frequency1,Coupon Type0,11-Feb-21,Industry Group8,Industry Sector2,Industry SubGroup51,Issuer Name134,Ticker110,Country6,Stripe 4
ISIN277,sp_rating10,moody_rating3,Currency3,N,Seniority2,Y,3,15-Nov-07,Collateral Type2,Coupon Frequency1,Coupon Type1,15-Nov-67,Industry Group8,Industry Sector2,Industry SubGroup51,Issuer Name134,Ticker110,Country6,Stripe 4
ISIN278,sp_rating15,moody_rating1,Currency3,N,Seniority0,N,3,17-Oct-11,Collateral Type2,Coupon Frequency1,Coupon Type0,17-Oct-21,Industry Group8,Industry Sector2,Industry SubGroup51,Issuer Name134,Ticker110,Country6,Stripe 4
ISIN279,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,30-May-13,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Jan-19,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name135,Ticker111,Country6,Stripe 6
ISIN280,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,30-May-13,Collateral Type2,Coupon Frequency1,Coupon Type0,30-May-23,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name135,Ticker111,Country6,Stripe 6
ISIN281,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,16-Apr-15,Collateral Type2,Coupon Frequency1,Coupon Type0,16-Apr-18,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name135,Ticker111,Country6,Stripe 6
ISIN282,sp_rating9,moody_rating11,Currency3,N,Seniority0,N,3,15-Nov-13,Collateral Type0,Coupon Frequency2,Coupon Type3,15-Nov-18,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 2
ISIN283,sp_rating12,moody_rating10,Currency3,N,Seniority2,N,3,10-Jan-07,Collateral Type3,Coupon Frequency1,Coupon Type0,15-Jan-17,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 2
ISIN284,sp_rating12,moody_rating10,Currency3,N,Seniority2,N,3,3-Oct-07,Collateral Type3,Coupon Frequency1,Coupon Type0,1-Oct-37,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 2
ISIN285,sp_rating9,moody_rating11,Currency3,N,Seniority0,N,3,28-Jan-11,Collateral Type0,Coupon Frequency1,Coupon Type0,1-Feb-41,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 2
ISIN286,sp_rating2,moody_rating13,Currency3,N,Seniority1,Y,3,15-May-07,Collateral Type6,Coupon Frequency2,Coupon Type1,1-Dec-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name137,Ticker112,Country6,Stripe 2
ISIN287,sp_rating9,moody_rating11,Currency3,N,Seniority0,N,3,31-Jan-14,Collateral Type0,Coupon Frequency1,Coupon Type0,31-Jan-19,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name136,Ticker112,Country6,Stripe 2
ISIN288,sp_rating1,moody_rating10,Currency3,N,Seniority2,N,3,21-May-08,Collateral Type3,Coupon Frequency1,Coupon Type0,21-May-18,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name138,Ticker84,Country7,Stripe 3
ISIN289,sp_rating1,moody_rating10,Currency3,N,Seniority2,N,3,21-May-08,Collateral Type3,Coupon Frequency1,Coupon Type0,21-May-18,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name138,Ticker84,Country7,Stripe 3
ISIN290,sp_rating12,moody_rating3,Currency3,N,Seniority2,N,3,3-May-06,Collateral Type3,Coupon Frequency1,Coupon Type0,2-May-36,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 3
ISIN291,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,5-Apr-11,Collateral Type0,Coupon Frequency1,Coupon Type0,5-Apr-21,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 4
ISIN292,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,17-Nov-11,Collateral Type0,Coupon Frequency1,Coupon Type0,14-Jan-22,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 4
ISIN293,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,30-Mar-12,Collateral Type0,Coupon Frequency1,Coupon Type0,30-Mar-22,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 4
ISIN294,sp_rating12,moody_rating3,Currency3,N,Seniority2,N,3,12-Mar-14,Collateral Type3,Coupon Frequency1,Coupon Type0,14-Mar-24,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 3
ISIN295,,moody_rating17,Currency3,N,Seniority1,Y,3,17-Sep-14,Collateral Type1,Coupon Frequency1,Coupon Type1,17-Jan-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 3
ISIN296,,moody_rating17,Currency3,N,Seniority1,Y,3,17-Sep-14,Collateral Type1,Coupon Frequency1,Coupon Type1,17-Mar-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 3
ISIN297,,moody_rating17,Currency3,N,Seniority1,Y,3,30-Mar-15,Collateral Type1,Coupon Frequency1,Coupon Type1,30-Sep-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 3
ISIN298,sp_rating12,moody_rating3,Currency3,N,Seniority2,N,3,18-Aug-15,Collateral Type3,Coupon Frequency1,Coupon Type0,18-Aug-25,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name139,Ticker85,Country7,Stripe 3
ISIN299,sp_rating3,moody_rating3,Currency3,N,Seniority0,N,3,7-Aug-15,Collateral Type0,Coupon Frequency1,Coupon Type0,7-Aug-20,Industry Group5,Industry Sector2,Industry SubGroup48,Issuer Name140,Ticker85,Country6,Stripe 2
ISIN300,sp_rating1,moody_rating17,Currency3,N,Seniority1,Y,3,29-Nov-05,Collateral Type2,Coupon Frequency1,Coupon Type1,30-Nov-35,Industry Group8,Industry Sector2,Industry SubGroup52,Issuer Name141,Ticker85,Country6,Stripe 3
ISIN301,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,29-Sep-09,Collateral Type2,Coupon Frequency1,Coupon Type0,30-Dec-19,Industry Group11,Industry Sector1,Industry SubGroup53,Issuer Name142,Ticker113,Country3,Stripe 6
ISIN302,sp_rating16,moody_rating18,Currency3,N,Seniority0,N,3,19-Jan-11,Collateral Type0,Coupon Frequency1,Coupon Type0,19-Jan-21,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name95,Ticker85,Country7,Stripe 4
ISIN303,sp_rating2,moody_rating13,Currency3,N,Seniority1,Y,3,15-Dec-00,Collateral Type2,Coupon Frequency2,Coupon Type1,30-Dec-49,Industry Group2,Industry Sector2,Industry SubGroup2,Issuer Name143,Ticker89,Country6,Stripe 3
ISIN304,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,17-Aug-15,Collateral Type0,Coupon Frequency1,Coupon Type0,17-Aug-20,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name144,Ticker89,Country8,Stripe 4
ISIN305,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,17-Aug-15,Collateral Type0,Coupon Frequency1,Coupon Type0,17-Aug-20,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name144,Ticker89,Country8,Stripe 4
ISIN306,sp_rating2,moody_rating17,Currency3,N,Seniority1,Y,3,8-Dec-05,Collateral Type1,Coupon Frequency1,Coupon Type1,8-Jun-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name100,Ticker89,Country8,Stripe 3
ISIN307,sp_rating4,moody_rating13,Currency3,N,Seniority1,Y,3,16-Apr-15,Collateral Type1,Coupon Frequency1,Coupon Type1,16-Oct-49,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name100,Ticker89,Country8,Stripe 3
ISIN308,sp_rating1,moody_rating0,Currency3,N,Seniority0,N,3,16-Jan-13,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Jan-16,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name145,Ticker114,Country13,Stripe 2
ISIN309,sp_rating1,moody_rating0,Currency3,N,Seniority0,N,3,4-Nov-13,Collateral Type2,Coupon Frequency1,Coupon Type0,15-Jan-19,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name145,Ticker114,Country13,Stripe 2
ISIN310,sp_rating1,moody_rating0,Currency3,N,Seniority0,N,3,14-Jan-14,Collateral Type2,Coupon Frequency1,Coupon Type0,13-Jan-17,Industry Group5,Industry Sector2,Industry SubGroup5,Issuer Name145,Ticker114,Country13,Stripe 2
ISIN311,sp_rating9,moody_rating0,Currency3,N,Seniority2,N,3,1-May-13,Collateral Type3,Coupon Frequency1,Coupon Type0,1-May-23,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name146,Ticker115,Country6,Stripe 2
ISIN312,sp_rating9,moody_rating0,Currency3,N,Seniority2,N,3,21-Aug-13,Collateral Type3,Coupon Frequency1,Coupon Type0,16-Aug-43,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name146,Ticker115,Country6,Stripe 2
ISIN313,sp_rating1,moody_rating17,Currency3,N,Seniority1,Y,3,9-Jun-14,Collateral Type1,Coupon Frequency1,Coupon Type1,1-Jan-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name146,Ticker115,Country6,Stripe 11
ISIN314,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,18-Jul-06,Collateral Type0,Coupon Frequency1,Coupon Type0,15-Jul-16,Industry Group11,Industry Sector1,Industry SubGroup53,Issuer Name147,Ticker116,Country1,Stripe 6
ISIN315,sp_rating0,moody_rating10,Currency3,N,Seniority0,N,3,18-Jul-06,Collateral Type0,Coupon Frequency1,Coupon Type0,15-Jul-36,Industry Group11,Industry Sector1,Industry SubGroup53,Issuer Name147,Ticker116,Country1,Stripe 6
ISIN316,sp_rating2,moody_rating13,Currency3,N,Seniority1,Y,3,13-Nov-06,Collateral Type1,Coupon Frequency1,Coupon Type1,14-May-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker84,Country7,Stripe 3
ISIN317,sp_rating2,moody_rating13,Currency3,N,Seniority1,Y,3,19-Jan-09,Collateral Type1,Coupon Frequency1,Coupon Type1,21-Nov-49,Industry Group5,Industry Sector2,Industry SubGroup9,Issuer Name148,Ticker84,Country7,Stripe 3
ISIN318,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,5-Sep-14,Collateral Type2,Coupon Frequency1,Coupon Type0,5-Sep-19,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name94,Ticker84,Country7,Stripe 4
ISIN319,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,17-Mar-15,Collateral Type2,Coupon Frequency1,Coupon Type0,17-Mar-20,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name94,Ticker84,Country7,Stripe 4
ISIN320,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,17-Aug-15,Collateral Type2,Coupon Frequency1,Coupon Type0,17-Aug-18,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name94,Ticker84,Country7,Stripe 4
ISIN321,sp_rating3,moody_rating1,Currency3,N,Seniority0,N,3,17-Aug-15,Collateral Type2,Coupon Frequency1,Coupon Type0,17-Aug-20,Industry Group5,Industry Sector2,Industry SubGroup45,Issuer Name94,Ticker84,Country7,Stripe 4
